surah,ayah,char_diff_count,diff_summary,thai_230_raw,thai_v3_master,len_chars_thai2,len_chars_thai3
6,71,0,IDENTICAL,จงกล่าวเถิด (มุฮัมมัด) ว่า เราจะวิงวอน ขอต่อสิ่งที่ไม่ให้คุณแก่เราได้ และไม่ให้โทษแก่เราได้อื่นจากอัลลอฮฺกระนั้นหรือ และเราก็จะถูกให้หันส้นเท้าของเรากลับ หลังจากที่อัลลอฮฺได้ทรงแนะนำเราแล้ว ดั่งผู้ที่พวกชัยฏอนได้ทำให้เขาหลงไปในแผ่นดินในสภาพที่งงงวย ซึ่งเขามีเพื่อน ๆ เรียกร้องเขาให้ไปสู่คำแนะนำที่ถูกต้องว่า จงมาหาพวกเราเถิด จงกล่าวเถิด (มุฮัมมัด) ว่าแท้จริงคำแนะนำของอัลลอฮฺเท่านั้นคือคำแนะนำ (ที่แท้จริง) และพวกเราได้รับบัญชาให้เราสวามิภักดิ์แด่พระผู้เป็นเจ้าแห่งสากลโลกเท่านั้น,จงกล่าวเถิด (มุฮัมมัด) ว่า เราจะวิงวอนขอต่อสิ่งที่ไม่ให้คุณแก่เราได้ และไม่ให้โทษแก่เราได้อื่นจากอัลลอฮฺกระนั้นหรือ และเราก็จะถูกให้หันส้นเท้าของเรากลับ หลังจากที่อัลลอฮฺได้ทรงแนะนำเราแล้ว ดั่งผู้ที่พวกชัยฏอนได้ทำให้เขาหลงไปในแผ่นดินในสภาพที่งงงวย ซึ่งเขามีเพื่อน ๆ เรียกร้องเขาให้ไปสู่คำแนะนำที่ถูกต้องว่า จงมาหาพวกเราเถิด จงกล่าวเถิด (มุฮัมมัด) ว่า แท้จริงคำแนะนำของอัลลอฮฺเท่านั้นคือคำแนะนำ (ที่แท้จริง) และพวกเราได้รับบัญชาให้เราสวามิภักดิ์แด่พระผู้เป็นเจ้าแห่งสากลโลกเท่านั้น,463,463
6,72,0,IDENTICAL,และ (พวกเราได้รับบัญชา) ว่า จงดำรงไว้ซึ่งการละหมาด และจงยำเกรงพระองค์เถิด และพระองค์คือผู้ที่พวกเจ้าจะถูกนำกลับไปชุมนุมยังพระองค์,และ (พวกเราได้รับบัญชา) ว่า จงดำรงไว้ซึ่งการละหมาด และจงยำเกรงพระองค์เถิด และพระองค์คือผู้ที่พวกเจ้าจะถูกนำกลับไปชุมนุมยังพระองค์,124,124
6,73,0,IDENTICAL,และพระองค์คือ ผู้ที่ทรงสร้างบรรดาชั้นฟ้า และแผ่นดินด้วยความจริง และวันที่พระองค์ตรัสว่าเจ้าจงเป็นขึ้น แล้วมันก็จะเป็นขึ้น พระดำรัสของพระองค์คือความจริง และอำนาจทั้งหลายนั้นเป็นของพระองค์ ในวันที่จะถูกเป่าเข้าไปในแตร พระผู้ทรงรอบรู้ในสิ่งเร้นลับ และในสิ่งเปิดเผย และพระองค์คือผู้ทรงปรีชาญาณ ผู้ทรงรอบรู้อย่างละเอียดถี่ถ้วน,และพระองค์คือผู้ที่ทรงสร้างบรรดาชั้นฟ้าและแผ่นดินด้วยความจริง และวันที่พระองค์ตรัสว่าเจ้าจงเป็นขึ้น แล้วมันก็จะเป็นขึ้น พระดำรัสของพระองค์คือความจริง และอำนาจทั้งหลายนั้นเป็นของพระองค์ ในวันที่จะถูกเป่าเข้าไปในแตร พระผู้ทรงรอบรู้ในสิ่งเร้นลับและในสิ่งเปิดเผย และพระองค์คือผู้ทรงปรีชาญาณ ผู้ทรงรอบรู้อย่างละเอียดถี่ถ้วน,310,310
6,74,0,IDENTICAL,และจงรำลึกขณะที่อิบรอฮีมได้กล่าวแก่บิดาของเขา คืออาซัรว่า ท่านจะยึดถือเอาบรรดาเจว็ดเป็นที่เคารพสักการะกระนั้นหรือ แท้จริงฉันเห็นว่าท่านและกลุ่มชนของท่านนั้นอยู่ในความหลงผิดอันชัดแจ้ง,และจงรำลึกขณะที่อิบรอฮีมได้กล่าวแก่บิดาของเขาคืออาซัรว่า ท่านจะยึดถือเอาบรรดาเจว็ดเป็นที่เคารพสักการะกระนั้นหรือ แท้จริงฉันเห็นว่าท่านและกลุ่มชนของท่านนั้นอยู่ในความหลงผิดอันชัดแจ้ง,179,179
6,75,0,IDENTICAL,และในทำนองนั้นแหละ เราจะให้อิบรอฮีมเห็นอำนาจอันยิ่งใหญ่ในบรรดาชั้นฟ้า และแผ่นดินและเพื่อที่เขาจะได้เป็นผู้หนึ่งในหมู่ผู้เชื่อมั่นทั้งหลาย,และในทำนองนั้นแหละ เราจะให้อิบรอฮีมเห็นอำนาจอันยิ่งใหญ่ในบรรดาชั้นฟ้าและแผ่นดิน และเพื่อที่เขาจะได้เป็นผู้หนึ่งในหมู่ผู้เชื่อมั่นทั้งหลาย,135,135
6,76,1,['้' -> '่'],ครั้นเมื่อกลางคืนปกคลุมเขา เขาได้เห็นดาวดวงหนึ่ง เขากล่าวว่า นี้คือพระเจ้าของฉัน แต่เมื่อมันลับไป เขาก็กล่าวว่า ฉันไม่ชอบบรรดาสิ่งที่ลับไป,ครั้นเมื่อกลางคืนปกคลุมเขา เขาได้เห็นดาวดวงหนึ่ง เขากล่าวว่า นี่คือพระเจ้าของฉัน แต่เมื่อมันลับไป เขาก็กล่าวว่า ฉันไม่ชอบบรรดาสิ่งที่ลับไป,132,132
6,77,1,['้' -> '่'],ครั้นเมื่อเขาเห็นดวงจันทร์กำลังขึ้น เขาก็กล่าวว่านี้คือพระเจ้าของฉัน แต่เมื่อมันลับไป เขาก็กล่าวว่า ถ้าพระเจ้าของฉันมิได้ทรงแนะนำฉันแล้ว แน่นอนฉันก็จะกลายเป็นคนหนึ่งในกลุ่มชนที่หลงผิด,ครั้นเมื่อเขาเห็นดวงจันทร์กำลังขึ้น เขาก็กล่าวว่า นี่คือพระเจ้าของฉัน แต่เมื่อมันลับไป เขาก็กล่าวว่า ถ้าพระเจ้าของฉันมิได้ทรงแนะนำฉันแล้ว แน่นอนฉันก็จะกลายเป็นคนหนึ่งในกลุ่มชนที่หลงผิด,178,178
6,78,3,['้' -> '่']; ['้' -> '่']; ['!' -> ''],ครั้นเมื่อเขาเห็นดวงอาทิตย์กำลังขึ้น เขาก็กล่าวว่า นี้แหละคือพระเจ้าของฉัน นี้แหละใหญ่กว่า แต่เมื่อมันได้ลับไป เขาก็กล่าวว่า โอ้กลุ่มชนของฉัน! แท้จริงฉันขอปลีกตัวออกจากสิ่งที่พวกท่านให้มีภาคีขึ้น (แก่อัลลอฮฺ),ครั้นเมื่อเขาเห็นดวงอาทิตย์กำลังขึ้น เขาก็กล่าวว่า นี่แหละคือพระเจ้าของฉัน นี่แหละใหญ่กว่า แต่เมื่อมันได้ลับไป เขาก็กล่าวว่า โอ้กลุ่มชนของฉัน แท้จริงฉันขอปลีกตัวออกจากสิ่งที่พวกท่านให้มีภาคีขึ้น (แก่อัลลอฮฺ),200,199
6,79,0,IDENTICAL,แท้จริงข้าพระองค์ขอผินหน้าของข้าพระองค์แด่ผู้ที่ทรงสร้างบรรดาชั้นฟ้า และแผ่นดิน ในฐานะผู้ใฝ่หาความจริง ผู้สวามิภักดิ์ และข้าพระองค์มิใช่คนหนึ่งในหมู่ผู้ให้มีภาคีขึ้น,แท้จริงข้าพระองค์ขอผินหน้าของข้าพระองค์แด่ผู้ที่ทรงสร้างบรรดาชั้นฟ้าและแผ่นดิน ในฐานะผู้ใฝ่หาความจริง ผู้สวามิภักดิ์ และข้าพระองค์มิใช่คนหนึ่งในหมู่ผู้ให้มีภาคีขึ้น,161,161
6,80,0,IDENTICAL,และกลุ่มชนของเขาได้โต้เถียงเขา เขาได้กล่าวว่า พวกท่านจะโต้เถียงฉันในเรื่องอัลลอฮฺกระนั้นหรือ และแท้จริงพระองค์ได้ทรงแนะนำฉันแล้ว และฉันจะไม่กลัวสิ่งที่พวกท่านให้สิ่งนั้นเป็นภาคีขึ้น นอกจากพระเจ้าของข้าพระองค์จะทรงประสงค์สิ่งหนึ่งสิ่งใดเท่านั้น พระเจ้าของฉันนั้นมีความรู้กว้างขวางทั่วทุกสิ่ง แล้วพวกเจ้าไม่รำลึกกันหรือ,และกลุ่มชนของเขาได้โต้เถียงเขา เขาได้กล่าวว่า พวกท่านจะโต้เถียงฉันในเรื่องอัลลอฮฺกระนั้นหรือ และแท้จริงพระองค์ได้ทรงแนะนำฉันแล้ว และฉันจะไม่กลัวสิ่งที่พวกท่านให้สิ่งนั้นเป็นภาคีขึ้น นอกจากพระเจ้าของข้าพระองค์จะทรงประสงค์สิ่งหนึ่งสิ่งใดเท่านั้น พระเจ้าของฉันนั้นมีความรู้กว้างขวางทั่วทุกสิ่ง แล้วพวกเจ้าไม่รำลึกกันหรือ,310,310
6,81,0,IDENTICAL,และอย่างไรเล่าที่ฉันจะกลัวสิ่งที่พวกท่านให้มีภาคีขึ้น โดยที่พวกท่านไม่กลัวที่พวกท่านได้ให้มีภาคีแก่อัลลอฮฺ ซึ่งสิ่งที่พระองค์มิได้ทรงให้มีหลักฐานใด ๆ ลงมาแก่พวกเจ้าในสิ่งนั้น แล้วฝ่ายใดเล่าในสองฝ่ายนั้น เป็นฝ่ายที่สมควรต่อความปลอดภัยยิ่งกว่า หากพวกท่านรู้,และอย่างไรเล่าที่ฉันจะกลัวสิ่งที่พวกท่านให้มีภาคีขึ้น โดยที่พวกท่านไม่กลัวที่พวกท่านได้ให้มีภาคีแก่อัลลอฮฺ ซึ่งสิ่งที่พระองค์มิได้ทรงให้มีหลักฐานใด ๆ ลงมาแก่พวกเจ้าในสิ่งนั้น แล้วฝ่ายใดเล่าในสองฝ่ายนั้นเป็นฝ่ายที่สมควรต่อความปลอดภัยยิ่งกว่า หากพวกท่านรู้,248,248
6,82,0,IDENTICAL,บรรดาผู้ที่ศรัทธา โดยที่มิได้ให้การศรัทธาของพวกเขาปะปนกับการอธรรมนั้น ชนเหล่านี้แหละพวกเขาจะได้รับความปลอดภัย และพวกเขาคือผู้ที่รับเอาคำแนะนำไว้,บรรดาผู้ที่ศรัทธา โดยที่มิได้ให้การศรัทธาของพวกเขาปะปนกับการอธรรมนั้น ชนเหล่านี้แหละพวกเขาจะได้รับความปลอดภัย และพวกเขาคือผู้ที่รับเอาคำแนะนำไว้,141,141
6,83,0,IDENTICAL,และนั่นคือ หลักฐานของเราที่ได้ให้มันแก่อิบรอฮีม โดยมีฐานะเหนือกลุ่มชนของเขา เราจะยกขึ้นหลายขั้น ผู้ที่เราประสงค์ แท้จริงพระเจ้าของเจ้านั้น เป็นผู้ทรงปรีชาญาณ ผู้ทรงรอบรู้,และนั่นคือหลักฐานของเราที่ได้ให้มันแก่อิบรอฮีม โดยมีฐานะเหนือกลุ่มชนของเขา เราจะยกขึ้นหลายขั้นผู้ที่เราประสงค์ แท้จริงพระเจ้าของเจ้านั้นเป็นผู้ทรงปรีชาญาณ ผู้ทรงรอบรู้,163,163
6,84,0,IDENTICAL,และเราได้ให้แก่เขา ซึ่งอิสฮาก และยะอฺกูบ ทั้งหมดนั้นเราได้แนะนำแล้ว และนูฮฺเราก็ได้แนะนำแล้วแต่ก่อนโน้น และจากลูกหลานของเขานั้น คือ ดาวูด และสุลัยมาน และอัยยูบ และยูซุฟ และมูซา และฮารูน และในทำนองนั้นแหละ เราจะตอบแทนแก่ผู้กระทำดีทั้งหลาย,และเราได้ให้แก่เขา ซึ่งอิสฮากและยะอฺกูบ ทั้งหมดนั้นเราได้แนะนำแล้ว และนูฮฺเราก็ได้แนะนำแล้วแต่ก่อนโน้น และจากลูกหลานของเขานั้นคือ ดาวูดและสุลัยมาน และอัยยูบและยูซุฟ และมูซาและฮารูน และในทำนองนั้นแหละ เราจะตอบแทนแก่ผู้กระทำดีทั้งหลาย,223,223
6,85,0,IDENTICAL,และซะกะรียา และยะฮฺยา และอีซา และอิลยาส ทุกคนนั้นอยู่ในหมู่คนดี,และซะกะรียาและยะฮฺยา และอีซาและอิลยาส ทุกคนนั้นอยู่ในหมู่คนดี,59,59
6,86,1,['-' -> ''],และอิสมาอีล และอัล-ยะสะอฺ และยูนุส และลูฏ แต่ละคนนั้น เราได้ให้ดีเด่นเหนือกว่าประชาชาติทั้งหลาย,และอิสมาอีลและอัลยะสะอฺ และยูนุสและลูฏ แต่ละคนนั้น เราได้ให้ดีเด่นเหนือกว่าประชาชาติทั้งหลาย,90,89
6,87,0,IDENTICAL,และ (เราได้ให้ดีเด่นอีก) ซึ่งส่วนหนึ่งจากบรรพบุรุษของพวกเขา และลูกหลานของพวกเขาและพี่น้องของพวกเขา และเราได้เลือกพวกเขา และได้แนะนำพวกเขาไปสู่ทางอันเที่ยงตรง,และ (เราได้ให้ดีเด่นอีก) ซึ่งส่วนหนึ่งจากบรรพบุรุษของพวกเขา และลูกหลานของพวกเขา และพี่น้องของพวกเขา และเราได้เลือกพวกเขา และได้แนะนำพวกเขาไปสู่ทางอันเที่ยงตรง,152,152
6,88,0,IDENTICAL,นั่นแหละคือ คำแนะนำของอัลลอฮฺ โดยที่พระองค์จะทรงแนะนำผู้ที่พระองค์ทรงประสงค์ในหมู่ปวงบ่าวของพระองค์ ด้วยคำแนะนำนั้น และหากพวกเขาได้ให้มีภาคีขึ้นแล้ว แน่นอนสิ่งที่พวกเขาเคยกระทำกันมา ก็สูญสิ้นไปจากพวกเขา,นั่นแหละคือคำแนะนำของอัลลอฮฺ โดยที่พระองค์จะทรงแนะนำผู้ที่พระองค์ทรงประสงค์ในหมู่ปวงบ่าวของพระองค์ด้วยคำแนะนำนั้น และหากพวกเขาได้ให้มีภาคีขึ้นแล้ว แน่นอนสิ่งที่พวกเขาเคยกระทำกันมาก็สูญสิ้นไปจากพวกเขา,196,196
6,89,0,IDENTICAL,ชนเหล่านี้คือ ผู้ที่เราได้ให้คัมภีร์แก่พวกเขา และให้คำตัดสิน และให้การเป็นนะบีด้วย แต่ถ้าชนเหล่านี้ ปฏิเสธศรัทธาต่อมัน แน่นอนเราได้มอบมันไว้แล้วแก่กลุ่มชนหนึ่งที่พวกเขามิใช่เป็นผู้ปฏิเสธศรัทธาต่อมัน,ชนเหล่านี้คือ ผู้ที่เราได้ให้คัมภีร์แก่พวกเขา และให้คำตัดสิน และให้การเป็นนะบีด้วย แต่ถ้าชนเหล่านี้ปฏิเสธศรัทธาต่อมัน แน่นอนเราได้มอบมันไว้แล้วแก่กลุ่มชนหนึ่งที่พวกเขามิใช่เป็นผู้ปฏิเสธศรัทธาต่อมัน,192,192
6,90,0,IDENTICAL,ชนเหล่านี้ คือผู้ที่อัลลอฮฺได้ทรงแนะนำไว้ ดังนั้นด้วยคำแนะนำของพวกเขา เจ้าจงเจริญรอยตามเถิด จงกล่าวเถิด (มุฮัมมัด) ว่า ฉันจะไม่ขอต่อพวกท่าน ซึ่งค่าจ้างใด ๆ ในการใช้ให้ศรัทธาต่ออัลกุรอาน อัลกุรอานนั้น มิใช่อะไรอื่นนอกจากคำตักเตือนสำหรับประชาชาติทั้งหลายเท่านั้น,ชนเหล่านี้คือผู้ที่อัลลอฮฺได้ทรงแนะนำไว้ ดังนั้นด้วยคำแนะนำของพวกเขาเจ้าจงเจริญรอยตามเถิด จงกล่าวเถิด (มุฮัมมัด) ว่าฉันจะไม่ขอต่อพวกท่านซึ่งค่าจ้างใด ๆ ในการใช้ให้ศรัทธาต่ออัลกุรอาน อัลกุรอานนั้นมิใช่อะไรอื่นนอกจากคำตักเตือนสำหรับประชาชาติทั้งหลายเท่านั้น,248,248
6,91,1,['' -> '้'],และพวกเขามิได้ให้ความยิ่งใหญ่แก่อัลลอฮฺตามควรแก่ความยิ่งใหญ่ของพระองค์ (จงรำลึก) ขณะที่พวกเขากล่าวว่า อัลลอฮฺมิได้ทรงประทานสิ่งใดแก่ปุถุชนคนใด จงกล่าวเถิด (มุฮัมมัด) ว่า ผู้ใดเล่าที่ได้ทรงประทานลงมา ซึ่งคัมภีร์ที่มูซานำมาเป็นแสงสว่าง และคำแนะนำแก่มนุษย์ ซึ่งพวกท่านได้บันทึกไวในกระดาษ โดยที่จะได้เปิดเผยมันและก็ปกปิดมันไว้มากมาย และพวกเจ้าถูกสอนในสิ่งที่ทั้งพวกเจ้า และบรรพบุรุษของพวกเจ้ามิได้รู้มาก่อน จงกล่าวเถิด (มุฮัมมัด) ว่า (ผู้ทรงประทาน) คืออัลลอฮฺ นั่นเอง แล้วจงปล่อยพวกเขาสนุกสนานกันในการวิพากษ์วิจารณ์ของพวกเขาต่อไป,และพวกเขามิได้ให้ความยิ่งใหญ่แก่อัลลอฮฺตามควรแก่ความยิ่งใหญ่ของพระองค์ (จงรำลึก) ขณะที่พวกเขากล่าวว่า อัลลอฮฺมิได้ทรงประทานสิ่งใดแก่ปุถุชนคนใด จงกล่าวเถิด (มุฮัมมัด) ว่า ผู้ใดเล่าที่ได้ทรงประทานลงมา ซึ่งคัมภีร์ที่มูซานำมาเป็นแสงสว่างและคำแนะนำแก่มนุษย์ ซึ่งพวกท่านได้บันทึกไว้ในกระดาษ โดยที่จะได้เปิดเผยมันและก็ปกปิดมันไว้มากมาย และพวกเจ้าถูกสอนในสิ่งที่ทั้งพวกเจ้าและบรรพบุรุษของพวกเจ้ามิได้รู้มาก่อน จงกล่าวเถิด (มุฮัมมัด) ว่า (ผู้ทรงประทาน) คืออัลลอฮฺนั่นเอง แล้วจงปล่อยพวกเขาสนุกสนานกันในการวิพากษ์วิจารณ์ของพวกเขาต่อไป,505,506
6,92,0,IDENTICAL,นี้คือ คัมภีร์ที่เราได้ให้ลงมาอันเป็นคัมภีร์ที่มีความจำเริญ ที่ยืนยันสิ่งซึ่งอยู่เบื้องหน้าคัมภีร์นี้ และเพื่อที่เจ้าจะได้ตักเตือนแม่แห่งเมืองทั้งหลาย และผู้ที่อยู่รอบ ๆ แม่เมืองนั้น และบรรดาผู้ที่ศรัทธาต่อปรโลกนั้น พวกเขาย่อมศรัทธาต่อคัมภีร์นี้ และขณะเดียวกันพวกเขาก็จะรักษาการละหมาดของพวกเขา,นี้คือคัมภีร์ที่เราได้ให้ลงมาอันเป็นคัมภีร์ที่มีความจำเริญ ที่ยืนยันสิ่งซึ่งอยู่เบื้องหน้าคัมภีร์นี้ และเพื่อที่เจ้าจะได้ตักเตือนแม่แห่งเมืองทั้งหลาย และผู้ที่อยู่รอบ ๆ แม่เมืองนั้น และบรรดาผู้ที่ศรัทธาต่อปรโลกนั้น พวกเขาย่อมศรัทธาต่อคัมภีร์นี้ และขณะเดียวกันพวกเขาก็จะรักษาการละหมาดของพวกเขา,284,284
6,93,0,IDENTICAL,และใครเล่าคือ ผู้อธรรมยิ่งกว่าผู้ที่อุปโลกน์ความเท็จให้แก่อัลลอฮฺ หรือกล่าวว่าได้ถูกประทานโองการแก่ฉัน ทั้ง ๆ ที่มิได้มีสิ่งใดถูกประทานให้เป็นโองการแก่เขา และผู้ที่กล่าวว่า ฉันจะให้ลงมาเช่นเดียวกับสิ่งที่อัลลอฮฺให้ลงมา และหากเจ้าจะได้เห็น ขณะที่บรรดาผู้อธรรมอยู่ในภาวะคับขันแห่งความตาย และมลาอิกะฮฺ กำลังแบมือของพวกเขา (โดยกล่าวว่า) จงให้ชีวิตของพวกท่านออกมา วันนี้พวกท่านจะได้รับการตอบแทน ซึ่งโทษแห่งการต่ำต้อย เนื่องจากที่พวกท่านกล่าวให้ร้ายแก่อัลลอฮฺโดยปราศจากความจริง และเนื่องจากการที่พวกท่านแสดงยโสต่อบรรดาโองการของพระองค์,และใครเล่าคือผู้อธรรมยิ่งกว่าผู้ที่อุปโลกน์ความเท็จให้แก่อัลลอฮฺ หรือกล่าวว่าได้ถูกประทานโองการแก่ฉัน ทั้ง ๆ ที่มิได้มีสิ่งใดถูกประทานให้เป็นโองการแก่เขา และผู้ที่กล่าวว่า ฉันจะให้ลงมาเช่นเดียวกับสิ่งที่อัลลอฮฺให้ลงมา และหากเจ้าจะได้เห็นขณะที่บรรดาผู้อธรรมอยู่ในภาวะคับขันแห่งความตาย และมลาอิกะฮฺกำลังแบมือของพวกเขา (โดยกล่าวว่า) จงให้ชีวิตของพวกท่านออกมา วันนี้พวกท่านจะได้รับการตอบแทนซึ่งโทษแห่งการต่ำต้อย เนื่องจากที่พวกท่านกล่าวให้ร้ายแก่อัลลอฮฺโดยปราศจากความจริง และเนื่องจากการที่พวกท่านแสดงยโสต่อบรรดาโองการของพระองค์,511,511
6,94,0,IDENTICAL,และแน่นอนพวกเจ้าได้มายังเราโดยลำพังเยี่ยงที่เราได้บังเกิดพวกเจ้ามาในครั้งแรก และพวกเจ้าได้ละทิ้งสิ่งที่เราได้ให้แก่พวกเจ้าไว้เบื้องหลังของพวกเจ้า และเราไม่เห็นอยู่กับพวกเจ้าบรรดาผู้ที่จะช่วยเหลือพวกเจ้าที่พวกเจ้าได้อ้างไว้ว่า พวกเขาเป็นผู้มีหุ้นส่วนในพวกเจ้า แน่นอนได้ขาดเป็นเสี่ยง ๆ แล้วในระหว่างพวกเจ้า และได้หายจากพวกเจ้าสิ่งที่พวกเจ้าได้อ้างไว้,และแน่นอน พวกเจ้าได้มายังเราโดยลำพัง เยี่ยงที่เราได้บังเกิดพวกเจ้ามาในครั้งแรก และ พวกเจ้าได้ละทิ้งสิ่งที่เราได้ให้แก่พวกเจ้าไว้เบื้องหลังของพวกเจ้า และ เราไม่เห็นอยู่กับพวกเจ้า บรรดาผู้ที่จะช่วยเหลือพวกเจ้าที่พวกเจ้าได้อ้างไว้ว่า พวกเขาเป็นผู้มีหุ้นส่วนในพวกเจ้า แน่นอน ได้ขาดเป็นเสี่ยง ๆ แล้วในระหว่างพวกเจ้า และ ได้หายจากพวกเจ้า สิ่งที่พวกเจ้าได้อ้างไว้,341,341
6,95,0,IDENTICAL,แท้จริงอัลลอฮฺ เป็นผู้ทรงให้เมล็ดพืชและเมล็ดอินทผลัมปริออก ทรงให้สิ่งที่มีชีวิตออกจากสิ่งที่ไม่มีชีวิต และทรงให้สิ่งที่ไม่มีชีวิตออกจากสิ่งที่มีชีวิต นั่นแหละคืออัลลอฮฺ แล้วอย่างไรเล่าที่พวกเจ้าถูกหันเหไปได้,แท้จริงอัลลอฮฺ เป็นผู้ทรงให้เมล็ดพืชและเมล็ดอินทผลัมปริออก ทรงให้สิ่งที่มีชีวิตออกจากสิ่งที่ไม่มีชีวิต และทรงให้สิ่งที่ไม่มีชีวิตออกจากสิ่งที่มีชีวิต นั่นแหละคืออัลลอฮฺ แล้วอย่างไรเล่าที่พวกเจ้าถูกหันเหไปได้,202,202
6,96,0,IDENTICAL,ผู้ทรงเผยอรุโณทัย และทรงให้กลางคืนเป็นเวลาพักผ่อน และทรงให้ดวงอาทิตย์และดวงจันทร์เป็นการคำนวณ นั่นคือการกำหนดให้มีขึ้นของผู้ทรงเดชานุภาพ ผู้ทรงปรีชาญาณ,ผู้ทรงเผยอรุโณทัย และทรงให้กลางคืนเป็นเวลาพักผ่อน และทรงให้ดวงอาทิตย์และดวงจันทร์เป็นการคำนวณ นั่นคือการกำหนดให้มีขึ้นของผู้ทรงเดชานุภาพ ผู้ทรงปรีชาญาณ,147,147
6,97,0,IDENTICAL,และพระองค์คือ ผู้ที่ทรงให้มีแก่พวกเจ้าซึ่งดวงดาวทั้งหลาย เพื่อพวกเจ้าจะได้รับการชี้นำด้วยดวงดาวเหล่านั้น ทั้งในความมืดแห่งทางบกและทางทะเล แน่นอนเราได้แจกแจงโองการทั้งหลายไว้แล้ว สำหรับกลุ่มชนที่รู้,และพระองค์คือผู้ที่ทรงให้มีแก่พวกเจ้าซึ่งดวงดาวทั้งหลาย เพื่อพวกเจ้าจะได้รับการชี้นำด้วยดวงดาวเหล่านั้น ทั้งในความมืดแห่งทางบกและทางทะเล แน่นอนเราได้แจกแจงโองการทั้งหลายไว้แล้ว สำหรับกลุ่มชนที่รู้,192,192
6,98,0,IDENTICAL,และพระองค์คือ ผู้ที่ทรงให้พวกเจ้าเกิดขึ้นจากชีวิตหนึ่ง โดยให้มีที่พัก และให้มีที่ฝาก แน่นอนเราได้แจกแจงโองการทั้งหลายไว้แล้ว สำหรับกลุ่มชนที่เข้าใจ,และพระองค์คือผู้ที่ทรงให้พวกเจ้าเกิดขึ้นจากชีวิตหนึ่ง โดยให้มีที่พักและให้มีที่ฝาก แน่นอนเราได้แจกแจงโองการทั้งหลายไว้แล้ว สำหรับกลุ่มชนที่เข้าใจ,142,142
6,99,0,IDENTICAL,และพระองค์นั้นคือ ผู้ที่ทรงให้น้ำลงมาจากฟากฟ้า แล้วทรงให้ออกมาด้วยน้ำนั้น ซึ่งพันธุ์พืชของทุกสิ่งและเราได้ให้ออกจากพันธุ์พืชนั้น ซึ่งสิ่งที่มีสีเขียว จากสิ่งที่มีสีเขียวนั้นเราได้ให้ออกมาซึ่งเมล็ดที่ซ้อนตัวกันอยู่ และจากต้นอินทผาลัมนั้น จั่นของมันเป็นหลายต่ำ (และทรงให้ออกมาด้วยน้ำนั้นอีก) ซึ่งสวนองุ่น และซัยตูน และทับทิม โดยมีสภาพคล้ายกัน และไม่คล้ายกัน พวกเจ้าจงมองดู ผลของมัน เมื่อมันเริ่มออกผล และเมื่อมันแก่สุก แท้จริงในสิ่งเหล่านั้นแน่นอน มีสัญญาณมากมาย สำหรับหมู่ชน ผู้ศรัทธา,และพระองค์นั้นคือผู้ที่ทรงให้น้ำลงมาจากฟากฟ้า แล้วทรงให้ออกมาด้วยน้ำนั้นซึ่งพันธุ์พืชของทุกสิ่ง และเราได้ให้ออกจากพันธุ์พืชนั้นซึ่งสิ่งที่มีสีเขียว จากสิ่งที่มีสีเขียวนั้นเราได้ให้ออกมาซึ่งเมล็ดที่ซ้อนตัวกันอยู่ และจากต้นอินทผาลัมนั้นจั่นของมันเป็นหลายต่ำ (และทรงให้ออกมาด้วยน้ำนั้นอีก) ซึ่งสวนองุ่นและซัยตูนและทับทิม โดยมีสภาพคล้ายกันและไม่คล้ายกัน พวกเจ้าจงมองดูผลของมันเมื่อมันเริ่มออกผล และเมื่อมันแก่สุก แท้จริงในสิ่งเหล่านั้นแน่นอนมีสัญญาณมากมาย สำหรับหมู่ชนผู้ศรัทธา,462,462
6,100,1,['ร' -> ''],และพวกเขาได้ให้มีขึ้นแก่อัลลอฮฺ ซึ่งบรรรดาภาคีแห่งญิน ทั้ง ๆ ที่พระองค์ทรงบังเกิดพวกเขา แต่พวกเขาอุปโลกษ์ให้แก่พระองค์ซึ่งบรรดาบุตรชาย และบรรดาบุตรหญิง โดยปราศจากความรู้พระองค์ทรงบริสุทธิ์และทรงสูงส่งเกินกว่าที่พวกเขาจะกล่าวให้ลักษณะกัน,และพวกเขาได้ให้มีขึ้นแก่อัลลอฮฺซึ่งบรรดาภาคีแห่งญิน ทั้ง ๆ ที่พระองค์ทรงบังเกิดพวกเขา แต่พวกเขาอุปโลกษ์ให้แก่พระองค์ซึ่งบรรดาบุตรชายและบรรดาบุตรหญิงโดยปราศจากความรู้ พระองค์ทรงบริสุทธิ์และทรงสูงส่งเกินกว่าที่พวกเขาจะกล่าวให้ลักษณะกัน,229,228
6,101,0,IDENTICAL,พระผู้ทรงประดิษฐ์ บรรดาชั้นฟ้าและแผ่นดิน อย่างไรเล่าที่พระองค์จะทรงมีพระบุตรโดยที่พระองค์มิได้ทรงมีคู่ครอง และพระองค์นั้นทรงบังเกิดทุกสิ่งทุกอย่าง และพระองค์ก็ทรงรู้ในทุกสิ่งทุกอย่างด้วย,พระผู้ทรงประดิษฐ์บรรดาชั้นฟ้าและแผ่นดิน อย่างไรเล่าที่พระองค์จะทรงมีพระบุตรโดยที่พระองค์มิได้ทรงมีคู่ครอง และพระองค์นั้นทรงบังเกิดทุกสิ่งทุกอย่าง และพระองค์ก็ทรงรู้ในทุกสิ่งทุกอย่างด้วย,182,182
