surah,ayah,surah_name_arabic,surah_name_translit,category,raw_thai2_source,final_cleaned_thai,fix_explanation_th,fix_explanation_en
2,115,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และทิศตะวันออกและทิศตะวันตกนั้นเป็นสิทธิของอัลลอฮฺ ดังนั้นพวกเจ้าจะผินไปทางไหน ที่นั่นแหละคือพระพักตร์ของอัลลอฮฺ แท้จริงอัลลอฮฺคือผู้ทรงกว้างขวาง ผู้ทรงรอบรู้,และทิศตะวันออกและทิศตะวันตกนั้นเป็นสิทธิของอัลลอฮฺ ดังนั้น พวกเจ้าจะผินไปทางไหน ที่นั่นแหละคือพระพักตร์ของอัลลอฮฺ แท้จริงอัลลอฮฺคือผู้ทรงกว้างขวาง ผู้ทรงรอบรู้,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,116,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และพวกเขากล่าวว่า อัลลอฮฺได้ทรงยึดเอาพระบุตรองค์หนึ่ง มหาบริสุทธิ์พระองค์ท่านหาใช่เช่นนั้นไม่ สิ่งที่อยู่ในบรรดาชั้นฟ้าและแผ่นดินนั้น เป็นของพระองค์ทั้งสิ้น โดยที่ทั้งหมดนั้นเป็นผู้ภักดี และนอบน้อมต่อพระองค์,และพวกเขากล่าวว่า อัลลอฮฺได้ทรงยึดเอาพระบุตรองค์หนึ่ง มหาบริสุทธิ์พระองค์ท่าน หาใช่เช่นนั้นไม่ สิ่งที่อยู่ในบรรดาชั้นฟ้าและแผ่นดินนั้น เป็นของพระองค์ทั้งสิ้น โดยที่ทั้งหมดนั้นเป็นผู้ภักดี และนอบน้อมต่อพระองค์,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,117,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,พระองค์ผู้ทรงประดิษฐ์ชั้นฟ้า และแผ่นดิน และเมื่อพระองค์ทรงกำหนดสิ่งใดแล้ว พระองค์ก็เพียงแต่ประกาศิตแก่สิ่งนั้นว่า จงเป็นแล้วสิ่งนั้นก็จะเป็นขึ้น,พระองค์ผู้ทรงประดิษฐ์ชั้นฟ้า และแผ่นดิน และเมื่อพระองค์ทรงกำหนดสิ่งใดแล้ว พระองค์ก็เพียงแต่ประกาศิตแก่สิ่งนั้นว่า จงเป็น แล้วสิ่งนั้นก็จะเป็นขึ้น,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,119,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และแท้จริงเราได้ส่งเจ้ามาพร้อมด้วยความจริง ในฐานะผู้แจ้งข่าวดี และผู้ตักเตือน และเจ้าจะไม่ถูกไต่สวนเกี่ยวกับชาวเปลวเพลิงที่ลุกโชติช่วง,และแท้จริงเราได้ส่งเจ้ามาพร้อมด้วยความจริง ในฐานะผู้แจ้งข่าวดีและผู้ตักเตือน และเจ้าจะไม่ถูกไต่สวนเกี่ยวกับชาวเปลวเพลิงที่ลุกโชติช่วง,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,120,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และชาวยิวและชาวคริสต์นั้น จะไม่ยินดีแก่เจ้า (มุฮัมมัด) เป็นอันขาด จนกว่าเจ้าจะปฏิบัติตามศาสนาของพวกเขา จงกล่าวเถิด แท้จริงคำแนะนำของอัลลอฮฺเท่านั้น คือ คำแนะนำ แน่นอนถ้าเจ้าปฏิบัติตามความใคร่ของพวกเขา หลังจากที่มีความรู้มายังเจ้าแล้ว ก็ย่อมไม่มีผู้คุ้มครองและผู้ช่วยเหลือใด ๆ สำหรับเจ้าให้พ้นจากการลงโทษของอัลลอฮฺได้,และชาวยิวและชาวคริสต์นั้นจะไม่ยินดีแก่เจ้า (มุฮัมมัด) เป็นอันขาด จนกว่าเจ้าจะปฏิบัติตามศาสนาของพวกเขา จงกล่าวเถิด แท้จริงคำแนะนำของอัลลอฮฺเท่านั้นคือคำแนะนำ แน่นอนถ้าเจ้าปฏิบัติตามความใคร่ของพวกเขาหลังจากที่มีความรู้มายังเจ้าแล้ว ก็ย่อมไม่มีผู้คุ้มครองและผู้ช่วยเหลือใด ๆ สำหรับเจ้าให้พ้นจากการลงโทษของอัลลอฮฺได้,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,121,البقرة,Al-Baqarah,TYPO_CORRECTION,บรรดาผุ้ที่เราได้ให้คัมภีร์แก่พวกเขาโดยที่พวกเขาอ่านคัมภีร์นั้นอย่างจริง ๆ ชนเหล่านี้แหหละคือ ผู้ที่ศรัทธาต่อคัมภีร์นั้น และผู้ใดปฏิเสธศรัทธาต่อคัมภีร์นั้นไซร้ แน่นอนชนเหล่านี้คือผู้ที่ขาดทุน,บรรดาผู้ที่เราได้ให้คัมภีร์แก่พวกเขาโดยที่พวกเขาอ่านคัมภีร์นั้นอย่างจริง ๆ ชนเหล่านี้แหละคือผู้ที่ศรัทธาต่อคัมภีร์นั้น และผู้ใดปฏิเสธศรัทธาต่อคัมภีร์นั้นไซร้ แน่นอน ชนเหล่านี้คือผู้ที่ขาดทุน,"แก้ไขคำผิด/สระตกหล่นจากต้นฉบับเดิม (เช่น แก้คำสะกดผิด, สระจม, อักษรเกิน)",Corrected source spelling typos and missing Thai vowels/consonants
2,122,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,วงศ์วานอิสรออีลเอ๋ย จงรำลึกถึงความกรุณาของข้า ที่ข้าได้กรุณาต่อพวกเจ้า และแท้จริง ข้าได้เทิดพวกเจ้าเหนือประชาชนทั้งหลาย,วงศ์วานอิสรออีลเอ๋ย จงรำลึกถึงความกรุณาของข้าที่ข้าได้กรุณาต่อพวกเจ้า และแท้จริงข้าได้เทิดพวกเจ้าเหนือประชาชนทั้งหลาย,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,125,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และจงรำลึกถึงขณะที่เราได้ให้บ้านหลังนั้นเป็นที่กลับมาสำหรับมนุษย์และเป็นที่ปลอดภัยและพวกเจ้าจงยึดเอาเป็นที่ยืนของอิบรอฮีม เป็นที่ละหมาดเถิด และเราได้สั่งเสียแก่อิบรอฮีม และอิสมาอีลว่า เจ้าทั้งสองจงทำความสะอาดบ้านของข้าเพื่อบรรดาผู้ทำการเฎาะวาฟ และบรรดาผู้ทำการเอียะติกาฟ และบรรดาผู้ที่ทำรุกัวะและสุยูด,และจงรำลึกถึงขณะที่เราได้ให้บ้านหลังนั้นเป็นที่กลับมาสำหรับมนุษย์ และเป็นที่ปลอดภัย และพวกเจ้าจงยึดเอาเป็นที่ยืนของอิบรอฮีม เป็นที่ละหมาดเถิด และเราได้สั่งเสียแก่อิบรอฮีมและอิสมาอีลว่า เจ้าทั้งสองจงทำความสะอาดบ้านของข้าเพื่อบรรดาผู้ทำการเฎาะวาฟ และบรรดาผู้ทำการเอียะติกาฟ และบรรดาผู้ที่ทำรุกัวะและสุยูด,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,126,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และจงรำลึกถึงขณะที่อิบรอฮีมได้วิงวอนว่า ข้าแต่พระเจ้าของข้าพระองค์โปรดทรงให้ที่นี้เป็นเมืองที่ปลอดภัย และโปรดประทานบรรดาผลไม้ให้เป็นปัจจัยยังชีพแก่ชาวเมืองนั้นด้วย คือผู้ที่ศรัทธาต่ออัลลอฮฺ และวันปรโลกจากพวกเขา พระองค์ตรัสว่า ผู้ใดที่ปฏิเสธการศรัทธา ข้าจะให้เขาได้รับความสำราญชั่วเวลาเพียงเล็กน้อยเท่านั้น ภายหลังข้าจะบีบบังคับให้เขาไปสู่การทรมานแห่งขุมนรก และเป็นจุดหมายปลายทางอันชั่วช้ายิ่ง,และจงรำลึกถึงขณะที่อิบรอฮีมได้วิงวอนว่า ข้าแต่พระเจ้าของข้าพระองค์ โปรดทรงให้ที่นี้เป็นเมืองที่ปลอดภัย และโปรดประทานบรรดาผลไม้ให้เป็นปัจจัยยังชีพแก่ชาวเมืองนั้นด้วย คือผู้ที่ศรัทธาต่ออัลลอฮฺ และวันปรโลกจากพวกเขา พระองค์ตรัสว่า ผู้ใดที่ปฏิเสธการศรัทธา ข้าจะให้เขาได้รับความสำราญชั่วเวลาเพียงเล็กน้อยเท่านั้น ภายหลัง ข้าจะบีบบังคับให้เขาไปสู่การทรมานแห่งขุมนรก และเป็นจุดหมายปลายทางอันชั่วช้ายิ่ง,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,127,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และจงรำลึกถึงขณะที่อิบรอฮีมและอิสมาอีล ได้ก่อฐานของบ้านหลังนั้น ให้สูงขึ้น (ทั้งสองได้กล่าววิงวอนว่า) ข้าแต่พระผู้เป็นเจ้าของพวกข้าพระองค์โปรดรับ (งาน) จากพวกข้าพระองค์ด้วยเถิด แท้จริงพระองค์นั้นทรงได้ยินและทรงรอบรู้,และจงรำลึกถึงขณะที่อิบรอฮีมและอิสมาอีลได้ก่อฐานของบ้านหลังนั้นให้สูงขึ้น (ทั้งสองได้กล่าววิงวอนว่า) ข้าแต่พระผู้เป็นเจ้าของพวกข้าพระองค์ โปรดรับ (งาน) จากพวกข้าพระองค์ด้วยเถิด แท้จริงพระองค์นั้นทรงได้ยินและทรงรอบรู้,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,129,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,ข้าแต่พระผู้เป็นเจ้าของพวกข้าพระองค์โปรดส่งรอซูลคนหนึ่งคนใดจากพวกเขาเองไปในหมู่พวกเขา ซึ่งเขาจะได้อ่านบรรดาโองการของพระองค์ให้พวกเขาฟัง และจะได้สอนคัมภีร์ และความมุ่งหมายแห่งบัญญัติให้พวกเขาทราบ และซักฟอกพวกเขาให้สะอาด แท้จริงพระองค์ทรงไว้ซึ่งเดชานุภาพและปรีชาญาณ,ข้าแต่พระผู้เป็นเจ้าของพวกข้าพระองค์ โปรดส่งรอซูลคนหนึ่งคนใดจากพวกเขาเองไปในหมู่พวกเขา ซึ่งเขาจะได้อ่านบรรดาโองการของพระองค์ให้พวกเขาฟัง และจะได้สอนคัมภีร์ และความมุ่งหมายแห่งบัญญัติให้พวกเขาทราบ และซักฟอกพวกเขาให้สะอาด แท้จริงพระองค์ทรงไว้ซึ่งเดชานุภาพ และปรีชาญาณ,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,130,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และใครเล่าที่จะไม่พึงปรารถนาในแนวทางของอิบรอฮีม นอกจากผู้ที่ทำให้ตัวเองโฉดเขลาเท่านั้น และแท้จริงนั้น เราได้คัดเลือกเขา(ให้เป็นนะบี และรอซูล) ในโลกนี้ และแท้จริงในปรโลกนั้น เขาจะอยู่ในหมู่คนดี อย่างแน่นอน,และใครเล่าที่จะไม่พึงปรารถนาในแนวทางของอิบรอฮีม นอกจากผู้ที่ทำให้ตัวเองโฉดเขลาเท่านั้น และแท้จริงนั้น เราได้คัดเลือกเขา (ให้เป็นนะบี และรอซูล) ในโลกนี้ และแท้จริงในปรโลกนั้น เขาจะอยู่ในหมู่คนดี อย่างแน่นอน,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,132,البقرة,Al-Baqarah,TYPO_CORRECTION,และอิบรอฮีมได้สั่งเสียแก่ลูก ๆ ของเขาให้ปฏิบัติตามแนวทางนั้น และยะอฺกูบก็สั่งเสียด้วยว่า โอ้ลูก ๆ ของฉัน แท้จริงอัลลอฮฺได้ทรงเลือกศาสนาให้แก่พวกเจ้าแล้ว ดังนั้น พวกเจ้าจงอย่ายอมตามเป็นอันขาด นอกจากในขณะที่พวกเจ้าเป็นผู้สวามิภักดิ์ (ต่ออัลลฮ์) เท่านั้น,และอิบรอฮีมได้สั่งเสียแก่ลูก ๆ ของเขาให้ปฏิบัติตามแนวทางนั้น และยะอฺกูบก็สั่งเสียด้วยว่า โอ้ลูก ๆ ของฉัน แท้จริงอัลลอฮฺได้ทรงเลือกศาสนาให้แก่พวกเจ้าแล้ว ดังนั้น พวกเจ้าจงอย่ายอมตามเป็นอันขาด นอกจากในขณะที่พวกเจ้าเป็นผู้สวามิภักดิ์ (ต่ออัลลอฮฺ) เท่านั้น,"แก้ไขคำผิด/สระตกหล่นจากต้นฉบับเดิม (เช่น แก้คำสะกดผิด, สระจม, อักษรเกิน)",Corrected source spelling typos and missing Thai vowels/consonants
2,133,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,หรือว่าพวกเจ้าอยู่ด้วย เมื่อความตายได้เยี่ยมกรายยะอฺกูบ ขณะที่เขากล่าวแก่ลูก ๆ ของเขาว่า พวกเจ้าจะเคารพสักการะอะไร หลังจากฉัน พวกเขากล่าวว่า พวกเราจะเคารพสักการะพระเจ้าของท่าน และพระเจ้าแห่งบรรดาบิดาของท่าน คือ อิบรอฮีม อิสมาอีล และอิสฮาก แต่เพียงองค์เดียวและพวกเราจะเป็นผู้สวามิภักดิ์ต่อพระองค์เท่านั้น,หรือว่าพวกเจ้าอยู่ด้วย เมื่อความตายได้เยี่ยมกรายยะอฺกูบ ขณะที่เขากล่าวแก่ลูก ๆ ของเขาว่า พวกเจ้าจะเคารพสักการะอะไร หลังจากฉัน พวกเขากล่าวว่า พวกเราจะเคารพสักการะพระเจ้าของท่าน และพระเจ้าแห่งบรรดาบิดาของท่าน คือ อิบรอฮีม อิสมาอีล และอิสฮาก แต่เพียงองค์เดียว และพวกเราจะเป็นผู้สวามิภักดิ์ต่อพระองค์เท่านั้น,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,134,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,นั่นคือ หมู่ชนที่ล่วงลับไปแล้ว สิ่งที่พวกเขาขวนขวายไว้ ก็ย่อมได้แก่พวกเขา และสิ่งที่พวกเจ้าขวนขวายไว้ก็ย่อมได้แก่พวกเจ้า และพวกเจ้าจะไม่ถูกไต่สวนถึงสิ่งที่พวกเขากระทำ,นั่นคือหมู่ชนที่ล่วงลับไปแล้ว สิ่งที่พวกเขาขวนขวายไว้ก็ย่อมได้แก่พวกเขา และสิ่งที่พวกเจ้าขวนขวายไว้ก็ย่อมได้แก่พวกเจ้า และพวกเจ้าจะไม่ถูกไต่สวนถึงสิ่งที่พวกเขากระทำ,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,137,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,แล้วหากพวกเขาศรัทธาอย่างที่พวกเจ้าศรัทธาแล้ว แน่นอนพวกเขาก็ย่อมได้รับข้อแนะนำที่ถูกต้อง และหากพวกเขาผินหลังให้ แน่นอนพวกเขาย่อมอยู่ในความแตกแยกกัน แล้วอัลลอฮฺก็จะทรงให้เจ้าพอเพียงแก่พวกเขา และพระองค์นั้นเป็นผู้ทรงไว้ซึ่งการได้ยิน ทรงไว้ซึ่งความรอบรู้,แล้วหากพวกเขาศรัทธาอย่างที่พวกเจ้าศรัทธาแล้ว แน่นอน พวกเขาก็ย่อมได้รับข้อแนะนำที่ถูกต้อง และหากพวกเขาผินหลังให้ แน่นอน พวกเขาย่อมอยู่ในความแตกแยกกัน แล้วอัลลอฮฺก็จะทรงให้เจ้าพอเพียงแก่พวกเขา และพระองค์นั้นเป็นผู้ทรงไว้ซึ่งการได้ยิน ทรงไว้ซึ่งความรอบรู้,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,139,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,จงกล่าวเถิด (มุฮัมมัด) ว่าพวกท่านจะโต้แย้งกับเราในเรื่องของอัลลอฮฺกระนั้นหรือ ทั้ง ๆ ที่พระองค์ทรงเป็นพระเจ้าของเรา และพระเจ้าพวกท่าน และบรรดาการงานของเราก็ย่อมเป็นของเรา และบรรดาการงานของพวกท่านก็เป็นของพวกท่าน และพวกเรานั้น จะเป็นผู้มอบการอิบาดะฮฺทั้งหลายให้แก่พระองค์เท่านั้น,จงกล่าวเถิด (มุฮัมมัด) ว่า พวกท่านจะโต้แย้งกับเราในเรื่องของอัลลอฮฺกระนั้นหรือ ทั้ง ๆ ที่พระองค์ทรงเป็นพระเจ้าของเราและพระเจ้าพวกท่าน และบรรดาการงานของเราก็ย่อมเป็นของเรา และบรรดาการงานของพวกท่านก็เป็นของพวกท่าน และพวกเรานั้นจะเป็นผู้มอบการอิบาดะฮฺทั้งหลายให้แก่พระองค์เท่านั้น,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,140,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,หรือว่าพวกท่านจะกล่าวว่า แท้จริงอิบรอฮีม และอิสมาอีล และอิสฮาก และยะอฺกูบและบรรดาวงศ์วานเหล่านั้น เป็นพวกยิวหรือเป็นคริสต์ จงกล่าวเถิด (มุฮัมมัด) ว่า พวกท่านรู้ดียิ่งกว่าอัลลอฮฺกระนั้นหรือ หรืออัลลอฮฺรู้ดีกว่า แล้วผู้ใดจะอธรรมยิ่งไปกว่าผู้ที่ปิดบังหลักฐานจากอัลลอฮฺ ซึ่งมีอยู่ที่เขา และอัลลอฮฺนั้นจะไม่ทรงเผลอในสิ่งที่พวกเจ้ากระทำกันอยู่,หรือว่าพวกท่านจะกล่าวว่า แท้จริงอิบรอฮีม และอิสมาอีล และอิสฮาก และยะอฺกูบ และบรรดาวงศ์วานเหล่านั้น เป็นพวกยิวหรือเป็นคริสต์ จงกล่าวเถิด (มุฮัมมัด) ว่า พวกท่านรู้ดียิ่งกว่าอัลลอฮฺกระนั้นหรือ หรืออัลลอฮฺรู้ดีกว่า แล้วผู้ใดจะอธรรมยิ่งไปกว่าผู้ที่ปิดบังหลักฐานจากอัลลอฮฺ ซึ่งมีอยู่ที่เขา และอัลลอฮฺนั้นจะไม่ทรงเผลอในสิ่งที่พวกเจ้ากระทำกันอยู่,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,141,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,นั่นคือ กลุ่มชนที่ล่วงลับไปแล้ว สิ่งที่พวกเขาได้ขวนขวายไว้ ก็ย่อมเป็นของพวกเขา และสิ่งที่พวกเจ้าขวนขวายไว้ก็ย่อมเป็นของพวกเจ้าและพวกเจ้าจะไม่ถูกไต่สวน ถึงสิ่งที่เขาเหล่านั้นปฏิบัติกัน,นั่นคือกลุ่มชนที่ล่วงลับไปแล้ว สิ่งที่พวกเขาได้ขวนขวายไว้ก็ย่อมเป็นของพวกเขา และสิ่งที่พวกเจ้าขวนขวายไว้ก็ย่อมเป็นของพวกเจ้า และพวกเจ้าจะไม่ถูกไต่สวนถึงสิ่งที่เขาเหล่านั้นปฏิบัติกัน,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,142,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,บรรดาผู้โฉดเขลา ในหมู่มนุษย์นั้นจะกล่าวว่า อะไรเล่าที่ทำให้พวกเขา หันออกไปจากกิบลัตของพวกเขา ที่พวกเขาเคยผินไป จงกล่าวเถิด (มุฮัมมัด) ว่าทิศตะวันออกและทิศตะวันตกนั้นเป็นสิทธิของอัลลอฮฺเท่านั้น พระองค์จะทรงแนะนำผู้ที่พระองค์ทรงประสงค์ไปสู่ทางอันเที่ยงตรง,บรรดาผู้โฉดเขลาในหมู่มนุษย์นั้นจะกล่าวว่า อะไรเล่าที่ทำให้พวกเขาหันออกไปจากกิบลัตของพวกเขาที่พวกเขาเคยผินไป จงกล่าวเถิด (มุฮัมมัด) ว่า ทิศตะวันออกและทิศตะวันตกนั้นเป็นสิทธิของอัลลอฮฺเท่านั้น พระองค์จะทรงแนะนำผู้ที่พระองค์ทรงประสงค์ไปสู่ทางอันเที่ยงตรง,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,143,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และในทำนองเดียวกัน เราได้ให้พวกเจ้าเป็นประชาชาติที่เป็นกลาง เพื่อพวกเจ้าจะได้เป็นสักขีพยานแก่มนุษย์ทั้งหลาย และรอซูล ก็จะเป็นสักขีพยานแก่พวกเจ้า และเรามิได้ให้มีขึ้นซึ่งกิบลัตที่เจ้าเคยผินไป นอกจากเพื่อเราจะได้รู้ว่าใครบ้างที่จะปฏิบัติตามรอซูล จากผู้ที่กำลังหันสันเท้าทั้งสองของเขากลับ และแท้จริงการเปลี่ยนแปลงกิบลัตนั้น เป็นเรื่องใหญ่ นอกจากแก่บรรดาผู้ที่อัลลอฮฺได้ทรงแนะนำเท่านั้น และใช่ว่าอัลลอฮฺนั้นจะทำให้การศรัทธาของพวกเจ้าสูญไปก็หาไม่ แท้จริงอัลลอฮฺเป็นผู้ทรงกรุณา ทรงเมตตาแก่มนุษย์เสมอ,และในทำนองเดียวกัน เราได้ให้พวกเจ้าเป็นประชาชาติที่เป็นกลาง เพื่อพวกเจ้าจะได้เป็นสักขีพยานแก่มนุษย์ทั้งหลาย และรอซูลก็จะเป็นสักขีพยานแก่พวกเจ้า และเรามิได้ให้มีขึ้นซึ่งกิบลัตที่เจ้าเคยผินไป นอกจากเพื่อเราจะได้รู้ว่าใครบ้างที่จะปฏิบัติตามรอซูล จากผู้ที่กำลังหันสันเท้าทั้งสองของเขากลับ และแท้จริงการเปลี่ยนแปลงกิบลัตนั้นเป็นเรื่องใหญ่ นอกจากแก่บรรดาผู้ที่อัลลอฮฺได้ทรงแนะนำเท่านั้น และใช่ว่าอัลลอฮฺนั้นจะทำให้การศรัทธาของพวกเจ้าสูญไปก็หาไม่ แท้จริงอัลลอฮฺเป็นผู้ทรงกรุณา ทรงเมตตาแก่มนุษย์เสมอ,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,144,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,แท้จริงเราเห็นใบหน้าของเจ้าแหงนไปในฟากฟ้าบ่อยครั้ง แน่นอนเราให้เจ้าผินไปยังทิศที่เจ้าพึงใจ ดังนั้นเจ้าจงผินใบหน้าของเจ้าไปทางมัสยิดิลฮะรอมเถิด และที่ใดก็ตามที่พวกเจ้าปรากฏอยู่ ก็จงผินใบหน้าของพวกเจ้าไปทางทิศนั้น และแท้จริงบรรดาผู้ที่ได้รับคัมภีร์ นั้นย่อมรู้ดีว่ามัน คือความจริงที่มาจากพระเจ้าของพวกเขา และอัลลอฮฺนั้นไม่ทรงเผลอในสิ่งที่พวกเขากระทำกัน,แท้จริงเราเห็นใบหน้าของเจ้าแหงนไปในฟากฟ้าบ่อยครั้ง แน่นอนเราให้เจ้าผินไปยังทิศที่เจ้าพึงใจ ดังนั้นเจ้าจงผินใบหน้าของเจ้าไปทางมัสยิดิลฮะรอมเถิด และที่ใดก็ตามที่พวกเจ้าปรากฏอยู่ ก็จงผินใบหน้าของพวกเจ้าไปทางทิศนั้น และแท้จริงบรรดาผู้ที่ได้รับคัมภีร์นั้น ย่อมรู้ดีว่ามันคือความจริงที่มาจากพระเจ้าของพวกเขา และอัลลอฮฺนั้นไม่ทรงเผลอในสิ่งที่พวกเขากระทำกัน,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,145,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,และแน่นอน ถ้าหากเจ้าได้นำหลักฐานทุกอย่างมาแสดงแก่บรรดาผู้ได้รับคัมภีร์พวกเขาก็ไม่ตามกิบลัตของเจ้า และเจ้าก็มิใช่จะเป็นผู้ตามกิบลัตของพวกเขา และบางกลุ่มในพวกเขาเองก็มิใช่จะเป็นผู้ตามกิบลัตของอีกบางกลุ่ม และถ้าหากเจ้าไปปฏิบัติตามความใคร่ของพวกเขา หลังจากที่มีความรู้มายังเจ้าแล้ว แน่นอนทันใดนั้น เจ้าก็อยู่ในหมู่ผู้อธรรม,และแน่นอน ถ้าหากเจ้าได้นำหลักฐานทุกอย่างมาแสดงแก่บรรดาผู้ได้รับคัมภีร์ พวกเขาก็ไม่ตามกิบลัตของเจ้า และเจ้าก็มิใช่จะเป็นผู้ตามกิบลัตของพวกเขา และบางกลุ่มในพวกเขาเองก็มิใช่จะเป็นผู้ตามกิบลัตของอีกบางกลุ่ม และถ้าหากเจ้าไปปฏิบัติตามความใคร่ของพวกเขา หลังจากที่มีความรู้มายังเจ้าแล้ว แน่นอน ทันใดนั้น เจ้าก็อยู่ในหมู่ผู้อธรรม,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
2,146,البقرة,Al-Baqarah,SPACING_CADENCE_OPTIMIZATION,บรรดาผู้ที่เราได้ให้ คัมภีร์แก่พวกเขานั้น พวกเขาย่อมรู้จักเขา ดีเหมือนกับที่พวกเขารู้จักลูก ๆ ของเขาเอง และแท้จริงกลุ่มหนึ่งจากพวกเขานั้นปิดบังความจริงไว้ทั้ง ๆ ที่พวกเขารู้กันอยู่,บรรดาผู้ที่เราได้ให้คัมภีร์แก่พวกเขานั้น พวกเขาย่อมรู้จักเขาดี เหมือนกับที่พวกเขารู้จักลูก ๆ ของเขาเอง และแท้จริงกลุ่มหนึ่งจากพวกเขานั้นปิดบังความจริงไว้ ทั้ง ๆ ที่พวกเขารู้กันอยู่,ปรับปรุงจังหวะวรรคตอนภาษาไทยให้อ่านง่าย ถูกต้องตามความหมายของประโยค,Optimized Thai clause spacing and breath cadence for natural readability
